polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
47,284,-122.46533,37.77342,980300,4345271,POINT (-122.465331999972 37.7734230002713)
46,1608,-122.40917,37.80865,010100,776482,POINT (-122.409173000234 37.808649000551)
46,1035,-122.40905,37.80976,010100,776482,POINT (-122.409053000096 37.8097600005237)
49,124,-122.40148,37.78924,061500,1669699,POINT (-122.401478999756 37.7892440005103)
45,6,-122.42431,37.8106,010200,515572,POINT (-122.424310000406 37.8106000005896)
47,256,-122.49383,37.77213,980300,4345271,POINT (-122.493832000347 37.7721299999995)
46,372,-122.41183,37.81034,010100,776482,POINT (-122.411827000316 37.810341000337)
47,4,-122.47712,37.7705,980300,4345271,POINT (-122.477120000388 37.7705010004209)
46,604,-122.40964,37.81066,010100,776482,POINT (-122.409640000186 37.8106580005663)
46,192,-122.41074,37.80885,010100,776482,POINT (-122.410737000412 37.8088460006425)
46,213,-122.4108,37.80953,010100,776482,POINT (-122.410804999951 37.8095290006629)
46,5,-122.40517,37.80476,010100,776482,POINT (-122.40517400018 37.8047630003123)
47,36,-122.4749,37.76947,980300,4345271,POINT (-122.474897000396 37.7694710005862)
46,1415,-122.40873,37.80898,010100,776482,POINT (-122.408729000443 37.8089760003422)
47,62,-122.4687,37.76587,980300,4345271,POINT (-122.468698000512 37.7658720000928)
47,168,-122.50619,37.76417,980300,4345271,POINT (-122.506191000115 37.7641660005605)
46,81,-122.41719,37.8085,010100,776482,POINT (-122.417185000088 37.8084970007361)
46,137,-122.41534,37.80976,010100,776482,POINT (-122.415341000487 37.8097550002931)
46,307,-122.41178,37.81006,010100,776482,POINT (-122.411778999901 37.8100630001074)
46,1151,-122.40917,37.80942,010100,776482,POINT (-122.409166999957 37.8094200001329)
46,345,-122.41091,37.8102,010100,776482,POINT (-122.410906000112 37.8102030002683)
49,38,-122.38513,37.78814,061500,1669699,POINT (-122.385126000165 37.7881420000533)
46,1540,-122.40873,37.80895,010100,776482,POINT (-122.40873499982 37.8089450007113)
46,1654,-122.40842,37.80855,010100,776482,POINT (-122.408419000536 37.8085540006667)
46,1563,-122.40903,37.80899,010100,776482,POINT (-122.409034000119 37.8089860008034)
46,325,-122.41133,37.81005,010100,776482,POINT (-122.411333000018 37.8100460002228)
46,697,-122.40897,37.81033,010100,776482,POINT (-122.408970999912 37.8103250004984)
46,1325,-122.40931,37.80931,010100,776482,POINT (-122.409306000072 37.8093140006407)
42,183,-122.39172,37.7941,010500,683666,POINT (-122.39172200037 37.7941010005608)
49,65,-122.38754,37.78333,061500,1669699,POINT (-122.387539999971 37.7833290002332)
46,554,-122.40859,37.81065,010100,776482,POINT (-122.408589000282 37.8106460000129)
47,71,-122.47319,37.76744,980300,4345271,POINT (-122.473194000103 37.767443000594)
46,1067,-122.40949,37.80982,010100,776482,POINT (-122.409489000417 37.8098170004542)
45,22,-122.41891,37.80686,010200,515572,POINT (-122.418908000404 37.8068630000275)
46,1420,-122.40865,37.80897,010100,776482,POINT (-122.408652000489 37.8089650007342)
46,384,-122.41132,37.81094,010100,776482,POINT (-122.411323000456 37.810940000081)
46,169,-122.41209,37.8094,010100,776482,POINT (-122.412087000615 37.8094030002483)
46,1146,-122.40921,37.80951,010100,776482,POINT (-122.409211000188 37.8095139999712)
46,929,-122.40895,37.80977,010100,776482,POINT (-122.408950999889 37.8097720001777)
46,670,-122.40951,37.81027,010100,776482,POINT (-122.409507000348 37.8102730007984)
46,37,-122.41792,37.80881,010100,776482,POINT (-122.417919999808 37.8088080006887)
46,1183,-122.40873,37.80936,010100,776482,POINT (-122.408730000489 37.8093610001101)
47,52,-122.46538,37.76597,980300,4345271,POINT (-122.465377000248 37.7659700001155)
52,12,-122.49705,37.77198,047802,339465,POINT (-122.497047000219 37.7719830004152)
45,35,-122.4177,37.80084,010200,515572,POINT (-122.417702000547 37.8008440003504)
47,19,-122.47742,37.76968,980300,4345271,POINT (-122.477419999833 37.7696830004701)
46,1595,-122.40955,37.809,010100,776482,POINT (-122.409550000532 37.8089970004113)
45,123,-122.4215,37.8085,010200,515572,POINT (-122.421495000094 37.8084970007361)
46,565,-122.40886,37.81055,010100,776482,POINT (-122.408858000097 37.8105490000364)
46,1173,-122.40885,37.80947,010100,776482,POINT (-122.408849000581 37.8094660004556)
46,1711,-122.40273,37.80802,010100,776482,POINT (-122.40272999989 37.8080240005073)
45,40,-122.42088,37.7999,010200,515572,POINT (-122.420882999751 37.7999020000773)
47,30,-122.45459,37.76617,980300,4345271,POINT (-122.454593000267 37.7661650001147)
49,33,-122.38719,37.78877,061500,1669699,POINT (-122.387187999926 37.7887740004198)
46,1099,-122.40993,37.80987,010100,776482,POINT (-122.409927999977 37.8098690001543)
46,1117,-122.40961,37.80957,010100,776482,POINT (-122.409610999748 37.8095690007088)
46,1378,-122.4092,37.80913,010100,776482,POINT (-122.409201999772 37.8091280001572)
47,195,-122.51279,37.76473,980300,4345271,POINT (-122.512786000274 37.7647340006736)
46,522,-122.4092,37.81075,010100,776482,POINT (-122.409197000441 37.8107510003584)
46,1672,-122.40805,37.8082,010100,776482,POINT (-122.408046000423 37.8081990004835)
46,1694,-122.40679,37.81002,010100,776482,POINT (-122.40678699992 37.8100170006841)
46,1452,-122.40821,37.8089,010100,776482,POINT (-122.408207999799 37.8089040006192)
46,1568,-122.40912,37.809,010100,776482,POINT (-122.409121000534 37.8089970004113)
50,19,-122.39124,37.73322,061200,433004,POINT (-122.391243999911 37.7332230008409)
47,224,-122.51306,37.76785,980300,4345271,POINT (-122.513059000273 37.7678540006617)
190,80,-122.37318,37.73331,017902,2720913,POINT (-122.373183999842 37.7333130004946)
47,59,-122.47429,37.76747,980300,4345271,POINT (-122.474292000376 37.7674720001327)
46,638,-122.41006,37.81037,010100,776482,POINT (-122.410060999815 37.810373000014)
46,243,-122.41095,37.80977,010100,776482,POINT (-122.410947000204 37.8097670008465)
42,51,-122.39779,37.80381,010500,683666,POINT (-122.397791000554 37.8038100004312)
46,902,-122.40935,37.80994,010100,776482,POINT (-122.409351000348 37.8099380006383)
40,155,-122.37987,37.7528,980900,3586378,POINT (-122.379866000416 37.7527980006273)
40,157,-122.38,37.75275,980900,3586378,POINT (-122.379999000254 37.7527470000741)
46,692,-122.40908,37.81034,010100,776482,POINT (-122.409079000396 37.8103400002908)
42,33,-122.40517,37.80476,010500,683666,POINT (-122.40517400018 37.8047630003123)
50,56,-122.38793,37.7427,061200,433004,POINT (-122.387925999785 37.7427030000435)
47,209,-122.51278,37.76634,980300,4345271,POINT (-122.512783000135 37.7663379999988)
46,1166,-122.40893,37.80948,010100,776482,POINT (-122.408931999912 37.8094770000636)
49,70,-122.38807,37.78245,061500,1669699,POINT (-122.38807000013 37.7824490001213)
42,149,-122.3948,37.79671,010500,683666,POINT (-122.394797000081 37.7967090003202)
46,967,-122.40834,37.80981,010100,776482,POINT (-122.408344999822 37.8098050008002)
46,1346,-122.4096,37.80936,010100,776482,POINT (-122.409604000324 37.8093550007328)
40,168,-122.38474,37.7483,980900,3586378,POINT (-122.384744000535 37.7483030001833)
46,275,-122.41133,37.81002,010100,776482,POINT (-122.411333000018 37.8100240001075)
42,46,-122.39822,37.80426,010500,683666,POINT (-122.398224999884 37.8042560003142)
46,164,-122.41209,37.80932,010100,776482,POINT (-122.412088999807 37.8093220001103)
42,164,-122.3934,37.7961,010500,683666,POINT (-122.393397000271 37.7960980000227)
40,187,-122.38589,37.74812,980900,3586378,POINT (-122.385892000415 37.7481170005992)
47,241,-122.5099,37.7714,980300,4345271,POINT (-122.509895000054 37.7713960003252)
46,1447,-122.40829,37.80892,010100,776482,POINT (-122.408294000168 37.8089160002733)
46,720,-122.40857,37.81027,010100,776482,POINT (-122.408569000259 37.8102710007062)
46,1014,-122.40875,37.80972,010100,776482,POINT (-122.40874800042 37.8097200004777)
47,76,-122.47297,37.76779,980300,4345271,POINT (-122.472966000381 37.767788000316)
45,49,-122.42556,37.81066,010200,515572,POINT (-122.425562999733 37.8106630007969)
42,65,-122.39799,37.80023,010500,683666,POINT (-122.397988999792 37.8002300008139)
46,108,-122.41894,37.81088,010100,776482,POINT (-122.418935999896 37.8108830001504)
42,181,-122.39173,37.7942,010500,683666,POINT (-122.391734000024 37.7942030007679)
51,27,-122.40204,37.79751,061100,239862,POINT (-122.402041000492 37.7975050001557)
40,140,-122.38488,37.753,980900,3586378,POINT (-122.384880000512 37.7530020001423)
45,54,-122.42492,37.80321,010200,515572,POINT (-122.424919000611 37.8032060004566)
49,23,-122.38761,37.78979,061500,1669699,POINT (-122.387607000363 37.7897870003698)
46,793,-122.4093,37.81012,010100,776482,POINT (-122.409301999887 37.8101189999919)
47,163,-122.50416,37.7643,980300,4345271,POINT (-122.504157999892 37.7642960002602)
42,34,-122.4035,37.80509,010500,683666,POINT (-122.403495000094 37.8050890000574)
47,15,-122.44572,37.77208,980300,4345271,POINT (-122.445717000139 37.7720800003918)
46,1050,-122.40924,37.80979,010100,776482,POINT (-122.409239999726 37.8097850007772)
44,25,-122.41797,37.8022,010300,268266,POINT (-122.417966000131 37.8022009999762)
46,152,-122.4124,37.80912,010100,776482,POINT (-122.412398000567 37.8091210007336)
53,13,-122.49626,37.77576,047801,475941,POINT (-122.496258999853 37.7757640003084)
46,1679,-122.40779,37.80839,010100,776482,POINT (-122.40778700017 37.8083930004367)
46,20,-122.41545,37.80394,010100,776482,POINT (-122.415445999933 37.8039369999926)
46,3,-122.40316,37.80512,010100,776482,POINT (-122.403155000603 37.8051220006798)
46,573,-122.40902,37.81057,010100,776482,POINT (-122.409024000557 37.8105720001977)
46,238,-122.41105,37.80973,010100,776482,POINT (-122.411051000503 37.8097289999934)
45,38,-122.42667,37.80964,010200,515572,POINT (-122.426671000466 37.8096390003396)
46,323,-122.41147,37.81018,010100,776482,POINT (-122.411468999994 37.8101750007757)
46,394,-122.40854,37.81127,010100,776482,POINT (-122.40853500049 37.8112689999645)
190,10,-122.37391,37.73624,017902,2720913,POINT (-122.373910000046 37.7362370004373)
42,61,-122.39708,37.80302,010500,683666,POINT (-122.397084000326 37.8030210000192)
46,1252,-122.40831,37.80927,010100,776482,POINT (-122.408306999868 37.8092730005486)
50,47,-122.38876,37.74032,061200,433004,POINT (-122.388755000243 37.7403170006291)
47,69,-122.47344,37.76739,980300,4345271,POINT (-122.473444999987 37.7673909999947)
45,33,-122.41788,37.80171,010200,515572,POINT (-122.417877000523 37.8017070005777)
49,99,-122.40271,37.78326,061500,1669699,POINT (-122.402707999774 37.7832590006025)
46,426,-122.40904,37.81127,010100,776482,POINT (-122.409042000488 37.8112650006793)
46,113,-122.41885,37.81147,010100,776482,POINT (-122.418846000243 37.8114730003787)
42,76,-122.39726,37.79944,010500,683666,POINT (-122.39725700021 37.799442000448)
46,1335,-122.40942,37.80942,010100,776482,POINT (-122.409424000118 37.8094240003174)
45,12,-122.42036,37.809,010200,515572,POINT (-122.42036099996 37.8090040007341)
190,57,-122.37178,37.73412,017902,2720913,POINT (-122.371784000032 37.7341230000765)
46,1467,-122.40802,37.80888,010100,776482,POINT (-122.408023000261 37.8088800004118)
48,69,-122.39245,37.75676,061400,797778,POINT (-122.39245199986 37.7567630000125)
49,67,-122.38775,37.78325,061500,1669699,POINT (-122.387751999855 37.783246000003)
46,1644,-122.40865,37.8085,010100,776482,POINT (-122.408654999728 37.8084950006438)
46,151,-122.4125,37.80907,010100,776482,POINT (-122.412497999783 37.8090659999959)
46,1303,-122.40898,37.80936,010100,776482,POINT (-122.408984000511 37.8093640002485)
40,145,-122.38098,37.75323,980900,3586378,POINT (-122.380984999858 37.7532280006718)
46,1034,-122.40903,37.80976,010100,776482,POINT (-122.409026999796 37.8097570003853)
46,1203,-122.40845,37.80932,010100,776482,POINT (-122.408454000352 37.8093240002025)
46,808,-122.40951,37.81015,010100,776482,POINT (-122.409507000348 37.8101470003838)
190,78,-122.37306,37.73339,017902,2720913,POINT (-122.373056000234 37.7333850002177)
40,167,-122.38467,37.7483,980900,3586378,POINT (-122.384665000489 37.7483040002295)
48,1,-122.39123,37.75263,061400,797778,POINT (-122.39123100021 37.7526300000745)
190,63,-122.37207,37.73422,017902,2720913,POINT (-122.372066000446 37.7342180008601)
47,131,-122.47671,37.77055,980300,4345271,POINT (-122.476706000182 37.7705490008358)
46,262,-122.41107,37.81012,010100,776482,POINT (-122.411073999765 37.810117000799)
46,544,-122.40871,37.81082,010100,776482,POINT (-122.408711000512 37.8108220000353)
47,164,-122.50498,37.76426,980300,4345271,POINT (-122.504982000119 37.7642600003987)
47,296,-122.45445,37.77371,980300,4345271,POINT (-122.454451000014 37.7737110000626)
48,59,-122.39725,37.75997,061400,797778,POINT (-122.397248999841 37.7599670002769)
46,1607,-122.40913,37.80873,010100,776482,POINT (-122.409133000188 37.8087310007351)
46,191,-122.41095,37.80888,010100,776482,POINT (-122.410954000527 37.8088800004118)
49,110,-122.40469,37.78671,061500,1669699,POINT (-122.404688000251 37.7867100005661)
46,1039,-122.40911,37.80977,010100,776482,POINT (-122.409107999934 37.8097670008465)
47,128,-122.49238,37.76482,980300,4345271,POINT (-122.492380999983 37.764821000189)
47,32,-122.45719,37.76588,980300,4345271,POINT (-122.457189000372 37.7658810005078)
51,2,-122.40216,37.79388,061100,239862,POINT (-122.402160000584 37.7938800002619)
42,171,-122.39159,37.79621,010500,683666,POINT (-122.391590000578 37.7962050004605)
46,1171,-122.40889,37.80938,010100,776482,POINT (-122.408892999912 37.8093830002254)
46,1071,-122.40954,37.80982,010100,776482,POINT (-122.409544000255 37.809824000777)
50,58,-122.3866,37.74207,061200,433004,POINT (-122.386602999928 37.7420680004379)
46,1348,-122.40962,37.80945,010100,776482,POINT (-122.409619000117 37.8094510006632)
47,16,-122.47755,37.76988,980300,4345271,POINT (-122.477552000524 37.7698820006539)
46,1435,-122.40846,37.80894,010100,776482,POINT (-122.408459000582 37.8089380003885)
47,153,-122.50083,37.76441,980300,4345271,POINT (-122.50083100025 37.7644060008363)
47,207,-122.51277,37.76614,980300,4345271,POINT (-122.512768000343 37.7661370006221)
46,807,-122.40948,37.81025,010100,776482,POINT (-122.409482000094 37.8102530007754)
46,162,-122.4123,37.80917,010100,776482,POINT (-122.412301999737 37.8091710003415)
46,294,-122.41165,37.80991,010100,776482,POINT (-122.411653000386 37.8099080001541)
46,245,-122.41084,37.80966,010100,776482,POINT (-122.410839999766 37.8096590003626)
45,53,-122.4249,37.81079,010200,515572,POINT (-122.424898000542 37.8107920004505)
46,130,-122.41523,37.80943,010100,776482,POINT (-122.415226999726 37.8094340007785)
45,55,-122.42471,37.81079,010200,515572,POINT (-122.424714000151 37.810788000266)
42,176,-122.39165,37.79455,010500,683666,POINT (-122.391649000601 37.7945470004437)
46,954,-122.40856,37.80983,010100,776482,POINT (-122.408555000513 37.8098330002928)
48,16,-122.40047,37.75067,061400,797778,POINT (-122.400472000083 37.7506730006585)
49,120,-122.40207,37.78872,061500,1669699,POINT (-122.402065999846 37.7887210006737)
46,377,-122.41197,37.81047,010100,776482,POINT (-122.411967000477 37.8104699999906)
46,822,-122.4097,37.81028,010100,776482,POINT (-122.409698000163 37.8102820003141)
40,182,-122.3854,37.74812,980900,3586378,POINT (-122.385403000348 37.7481190006914)
42,3,-122.39318,37.79323,010500,683666,POINT (-122.393181000203 37.7932299999646)
46,1214,-122.40827,37.80939,010100,776482,POINT (-122.408274000145 37.8093880004559)
46,1120,-122.40957,37.80947,010100,776482,POINT (-122.409571999748 37.8094749999713)
47,37,-122.45883,37.76622,980300,4345271,POINT (-122.458825000274 37.766216000668)
47,58,-122.47456,37.76746,980300,4345271,POINT (-122.47456100019 37.7674560002942)
46,1384,-122.40914,37.80903,010100,776482,POINT (-122.409140000511 37.8090310001805)
46,939,-122.40877,37.80986,010100,776482,POINT (-122.408771000581 37.8098600006386)
48,27,-122.4032,37.74953,061400,797778,POINT (-122.403203000118 37.7495340002939)
46,543,-122.40874,37.81069,010100,776482,POINT (-122.408743000189 37.8106890001973)
42,166,-122.39326,37.79583,010500,683666,POINT (-122.393263000387 37.7958310003005)
42,89,-122.39558,37.79946,010500,683666,POINT (-122.395581000263 37.7994590003327)
47,37,-122.47735,37.76766,980300,4345271,POINT (-122.477349000156 37.7676590006624)
46,675,-122.4094,37.81026,010100,776482,POINT (-122.409395000579 37.8102580001067)
46,645,-122.40992,37.81045,010100,776482,POINT (-122.409915000277 37.8104520000598)
45,21,-122.42475,37.81063,010200,515572,POINT (-122.424752000105 37.8106250008432)
46,907,-122.40926,37.80993,010100,776482,POINT (-122.409259000602 37.8099260000849)
48,37,-122.40326,37.75162,061400,797778,POINT (-122.403260000049 37.7516240004473)
42,144,-122.39342,37.79766,010500,683666,POINT (-122.39341800034 37.7976640002934)
46,1553,-122.40892,37.80888,010100,776482,POINT (-122.408917000119 37.8088770002734)
40,150,-122.38,37.75292,980900,3586378,POINT (-122.380003000438 37.7529220000503)
49,88,-122.39584,37.78132,061500,1669699,POINT (-122.395842999755 37.781321000264)
45,23,-122.41878,37.80624,010200,515572,POINT (-122.418781999989 37.8062410001221)
190,36,-122.37074,37.73321,017902,2720913,POINT (-122.370742000543 37.7332090001952)
46,60,-122.41784,37.80883,010100,776482,POINT (-122.417843999901 37.8088300008039)
46,847,-122.41007,37.81031,010100,776482,POINT (-122.410071000276 37.8103130008444)
190,46,-122.37112,37.73357,017902,2720913,POINT (-122.371118999942 37.7335650004245)
46,1580,-122.40928,37.80902,010100,776482,POINT (-122.409280999818 37.8090190005265)
40,194,-122.38615,37.74807,980900,3586378,POINT (-122.38614800053 37.7480690001843)
45,1,-122.42137,37.80916,010200,515572,POINT (-122.421366000441 37.8091610007796)
46,558,-122.40867,37.81066,010100,776482,POINT (-122.408668000328 37.8106560004741)
46,922,-122.40905,37.8099,010100,776482,POINT (-122.409049999958 37.8098980005923)
